country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
FRA,France,Lasse,WRI1024601,9.19,47.5441,0.0063,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,36.106056018168026
FRA,France,Lathus-Saint-Rémy,WRI1025587,1.22979,46.3208,0.9437,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.029944298828684
FRA,France,Latouille-Lentillac,WRI1025246,2.155,44.8504,1.9809,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,7.563193958217758
FRA,France,Latour-Bas-Elne,WRI1025520,1.33221,42.6048,3.0053,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.199003158541345
FRA,France,Lattes,WRI1025299,1.954,43.5635,3.9025,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,7.676956850870546
FRA,France,Lattes,WRI1025422,1.56172,43.5635,3.9025,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.577842241656488
FRA,France,Laucourt,WRI1024546,10.0,49.6722,2.7617,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,19.03310208336829
FRA,France,Laudun-l'Ardoise,WRI1025337,1.8108,44.1028,4.6638,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.9889844089795665
FRA,France,Lautrec,WRI1025515,1.34368,43.7051,2.1300,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.2179360341604064
FRA,France,Lauwin-Planque,WRI1024308,12.0,50.3928,3.0296,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,22.83972250004195
FRA,France,Lauzach,WRI1024528,10.0,47.6109,-2.5561,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,19.03310208336829
FRA,France,Laval,WRI1025019,3.96,45.2362,5.9815,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,13.898026948743539
FRA,France,Laval-de-Cère,WRI1024899,5.1,44.9443,1.9359,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,17.898974100654556
FRA,France,Lavallée,WRI1025012,4.0,48.8081,5.3329,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,7.613240833347317
FRA,France,Lavaur,WRI1025767,1.021,43.6896,1.7946,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.011347464042389
FRA,France,Lavaur,WRI1025144,2.648,43.6896,1.7946,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.370902758437095
FRA,France,Lavelanet,WRI1025115,2.83006,42.9334,1.8465,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.671418829510002
FRA,France,Lavilledieu,WRI1025023,3.91288,44.5818,4.4485,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,6.458768121387213
FRA,France,Lavours,WRI1024913,4.95,45.8115,5.7724,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,17.372533685929422
FRA,France,Le Barp,WRI1024368,11.83773,44.6267,-0.7468,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,19.539866582565544
FRA,France,Le Bernard,WRI1024182,12.65,46.4480,-1.4401,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,24.076874135460887
FRA,France,Le Bosc,WRI1025682,1.10604,43.6959,3.3874,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.825677223165319
FRA,France,Le Boulou,WRI1024693,8.0331,42.5267,2.8316,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,13.259780569788909
FRA,France,Le Bourg-d'Hem,WRI1024164,13.7,46.3006,1.8404,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,48.08155787822891
FRA,France,Le Bousquet-d'Orb,WRI1025385,1.67,43.7033,3.1508,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,5.861036617273159
FRA,France,Le Cannet-des-Maures,WRI1025121,2.8,43.3739,6.3755,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,9.826887741535835
FRA,France,Le Castellet,WRI1024212,12.18681,43.2275,5.7657,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,20.116073053454976
FRA,France,Le Crès,WRI1025734,1.06237,43.6527,3.9367,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.7535936417978917
FRA,France,Le Fousseret,WRI1025754,1.03666,43.2863,1.0651,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.7111556093509814
FRA,France,Le Ham,WRI1024847,6.0,48.3734,-0.3542,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,11.419861250020976
FRA,France,Le Haut-Corlay,WRI1024613,9.0,48.3407,-3.0326,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,17.12979187503146
FRA,France,Le Havre,WRI1024377,11.65028,49.4966,0.1403,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,19.230453545530413
FRA,France,Le Lamentin,WRI1024129,15.02184,14.6247,-60.9936,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,24.795695578852225
FRA,France,Le Landreau,WRI1024587,9.2,47.2075,-1.2988,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,17.510453916698825
FRA,France,Le Langon,WRI1024819,6.23,46.4390,-0.9470,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,11.857622597938446
FRA,France,Le Lauzet-Ubaye,WRI1025165,2.5,44.4318,6.4196,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.12660758915889
FRA,France,Le Loroux-Bottereau,WRI1025768,1.02061,47.2334,-1.3318,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.6846627886285817
FRA,France,Le Lorrain,WRI1025020,3.95299,14.8015,-61.0767,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,6.524975413547679
FRA,France,Le Mans,WRI1024141,14.375,47.9889,0.2000,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,56.477100681302005
FRA,France,Le Margnès,WRI1024128,15.1,43.6525,2.5998,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,28.73998414588612
FRA,France,Le Marin,WRI1025628,1.18115,14.4839,-60.8575,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.9496570215740086
FRA,France,Le Meix-Tiercelin,WRI1024518,10.0,48.6397,4.4414,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,19.03310208336829
FRA,France,Le Mesnil-Opac,WRI1025211,2.3,49.0184,-1.1147,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.377613479174706
FRA,France,Le Morne-Rouge,WRI1025565,1.25036,14.7690,-61.1203,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.0638980260722835
FRA,France,Le Moule,WRI1024556,9.88531,16.3205,-61.3714,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,16.317118106875302
FRA,France,Le Muy,WRI1025342,1.79318,43.4686,6.5769,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.9599000786911747
FRA,France,Le Nayrac,WRI1025417,1.57904,44.6056,2.6704,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.6064313790341807
FRA,France,Le Palais-sur-Vienne,WRI1025236,2.2,45.8737,1.3248,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,7.7211260826353
FRA,France,Le Passage,WRI1025331,1.84184,44.1936,0.5942,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,3.0402203688065637
FRA,France,Le Plessis-Gassot,WRI1024093,17.6,49.0361,2.4150,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,69.14761544284629
FRA,France,Le Poiré-sur-Vie,WRI1025293,1.98756,46.7703,-1.5050,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,3.2807520719634566
FRA,France,Le Pontet,WRI1025054,3.56292,43.9686,4.8654,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,5.881109084626396
FRA,France,Le Port,WRI1024061,19.97097,-20.9501,55.3149,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,32.9649425459458
FRA,France,Le Portel,WRI1025110,3.0,50.7115,1.5754,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,5.709930625010488
FRA,France,Le Pouzin,WRI1024944,4.6,44.7519,4.7485,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,8.755226958349413
FRA,France,Le Pouzin,WRI1024997,4.15439,44.7519,4.7485,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,6.85741492093032
FRA,France,Le Robert,WRI1024995,4.19509,14.6750,-60.9426,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,6.924596092481827
FRA,France,Le Rochereau,WRI1024792,6.68,46.6946,0.1409,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,12.714112191690019
FRA,France,Le Souich,WRI1024324,12.0,50.2225,2.3615,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,22.83972250004195
FRA,France,Le Tampon,WRI1024808,6.3448,-21.2876,55.4963,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,10.47299993267813
FRA,France,Le Tech,WRI1024641,8.7,42.4418,2.5130,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,30.53354405405777
FRA,France,Le Teil,WRI1025745,1.04414,44.5429,4.6642,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.7235024192577453
FRA,France,Le Thor,WRI1025487,1.40459,43.9282,4.9931,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.3184767014626737
FRA,France,Le Thour,WRI1024000,24.0,49.5455,4.0908,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,45.6794450000839
FRA,France,Le Transloy,WRI1024132,15.0,50.0506,2.8924,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,28.549653125052437
FRA,France,Le Travet,WRI1025568,1.25,43.8103,2.3271,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.387003456042784
FRA,France,Le Tuzan,WRI1024901,5.06688,44.4495,-0.5997,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,8.363610184542958
FRA,France,Le Val-d'Esnoms,WRI1023978,28.0,47.7029,5.1976,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,53.292685833431214
FRA,France,Le Vauclin,WRI1025695,1.1,14.5435,-60.8568,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.093641229170512
FRA,France,Le Vigeant,WRI1025006,4.02092,46.2205,0.6375,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,6.637103594960306
FRA,France,Le Vigeant,WRI1025122,2.8,46.2205,0.6375,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,11.000757002270998
FRA,France,Lectoure,WRI1025335,1.82597,43.9402,0.6506,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,3.0140246638305825
FRA,France,Leffincourt,WRI1024050,20.0,49.3812,4.5504,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,38.06620416673658
FRA,France,Legé,WRI1025551,1.29338,46.9006,-1.5788,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.1349086894665295
FRA,France,Lehaucourt,WRI1024049,20.0,49.9116,3.2777,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,38.06620416673658
FRA,France,Les Abymes,WRI1025125,2.78197,16.2727,-61.5017,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.592039405924941
FRA,France,Les Arcs,WRI1025350,1.76117,43.4509,6.4900,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.907062995119584
FRA,France,Les Brouzils,WRI1025650,1.14824,46.8854,-1.3319,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.8953343592703211
FRA,France,Les Clérimois,WRI1024735,8.0,48.2292,3.4571,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,15.226481666694633
FRA,France,Les Essarts-le-Vicomte,WRI1024200,12.3,48.6649,3.5534,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,23.410715562543
FRA,France,Les Fougerêts,WRI1024300,12.0,47.7480,-2.1975,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,22.83972250004195
FRA,France,Les Grandes-Chapelles,WRI1023953,36.3,48.4837,4.0087,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,69.09016056262689
FRA,France,Les Herbiers,WRI1025066,3.35788,46.8667,-1.0221,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,5.542661236593941
FRA,France,Les Mées,WRI1023934,95.31534,44.0150,6.0168,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,157.33160216290395
FRA,France,Les Nouillers,WRI1024495,10.0,45.9352,-0.6572,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,19.03310208336829
FRA,France,Les Pennes-Mirabeau,WRI1024873,5.5993,43.4032,5.3154,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,9.242445549590949
FRA,France,Les Pennes-Mirabeau,WRI1025064,3.38,43.4032,5.3154,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,13.279485238455706
FRA,France,Les Rosiers-sur-Loire,WRI1025479,1.43146,47.3742,-0.2227,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.3628294798309537
FRA,France,Les Salles-du-Gardon,WRI1025784,1.00215,44.1944,4.0178,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.6541919181902325
FRA,France,Les Sièges,WRI1024736,8.0,48.1720,3.5343,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,15.226481666694633
FRA,France,Lescar,WRI1024860,5.85,43.3404,-0.4283,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,22.983724451173334
FRA,France,Lescure-Jaoul,WRI1025611,1.2,44.2255,2.1472,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.211523317801072
FRA,France,Lesménils,WRI1025778,1.008,48.9314,6.1108,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,3.9602725208175595
FRA,France,Lesterps,WRI1024701,8.0,46.0120,0.7922,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,15.226481666694633
FRA,France,Lestrade-et-Thouels,WRI1024238,12.0,44.0542,2.6484,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,22.83972250004195
FRA,France,Levoncourt,WRI1025013,4.0,48.8276,5.3459,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,7.613240833347317
FRA,France,Lewarde,WRI1025067,3.35,50.3367,3.1689,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,13.161619984859945
FRA,France,Lezay,WRI1025245,2.16003,46.2657,-0.0197,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,3.56543847632435
FRA,France,Lhospitalet,WRI1024749,7.60084,44.3542,1.4284,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,12.54627361119298
FRA,France,Lhuître,WRI1024003,24.0,48.5808,4.2739,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,45.6794450000839
FRA,France,Libourne,WRI1025644,1.15303,44.9131,-0.2345,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.9032409394111498
FRA,France,Licq-Atherey,WRI1026689,27.4,43.0480,-0.8860,Hydro,,,,1956.0,GDF-SUEZ,GDF Suez,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwjEnZCx08nRAhWg0YMKHTOPA44QFggaMAA&url=https%3A%2F%2Fwww.engie.com%2Fwp-content%2Fuploads%2F2014%2F08%2Fgdf-suez-analyst-pack-h1-2014-vdef.xlsx&usg=AFQjCNGc2ScgE-1yvO4z_L-JlmOchrj8JA&sig2=xPDWHDRk2KIN7MmJspH6Bg&bvm=bv.144224172 d.amc&cad=rja,GEODB,,,,,,96.16311575645781
FRA,France,Licq-Athérey,WRI1024122,15.909,43.0554,-0.8787,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,55.834270385747715
FRA,France,Ligny-Saint-Flochel,WRI1024401,11.5,50.3595,2.4234,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,21.888067395873534
FRA,France,Ligny-sur-Canche,WRI1024725,8.0,50.2840,2.2609,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,15.226481666694633
FRA,France,Lihons,WRI1024344,12.0,49.8284,2.7555,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,22.83972250004195
FRA,France,Lihus,WRI1024010,24.0,49.6045,2.0387,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,45.6794450000839
FRA,France,Lille,WRI1025699,1.09629,50.6318,3.0470,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.8095834535675996
FRA,France,Limoges,WRI1025333,1.82917,45.8544,1.2490,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,3.019306721544706
FRA,France,Limoges,WRI1025447,1.5,45.8544,1.2490,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,5.893262679788035
FRA,France,Limoux,WRI1025636,1.16,43.0496,2.2393,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,4.071139207207703
FRA,France,Linghem,WRI1024593,9.2,50.5891,2.3727,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,17.510453916698825
FRA,France,Liniez,WRI1024131,15.0,47.0140,1.7570,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,28.549653125052437
FRA,France,Lisle-sur-Tarn,WRI1025524,1.32133,43.8977,1.7816,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.181044162313326
FRA,France,Lislet,WRI1024428,10.85,49.6766,4.0216,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,20.6509157604546
FRA,France,Litz,WRI1025016,4.0,49.4268,2.3232,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,7.613240833347317
FRA,France,Livet-et-Gavet,WRI1024123,15.9,45.0905,5.9188,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,55.80268396086421
FRA,France,Livinhac-le-Haut,WRI1024689,8.1,44.5968,2.2161,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,28.427782395157234
FRA,France,Livron-sur-Drôme,WRI1025536,1.31043,44.7875,4.8386,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.1630521532245934
FRA,France,Livry-Louvercy,WRI1025526,1.31952,49.1056,4.3122,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,2.178056498418775
FRA,France,Lizeray,WRI1024708,8.0,46.9849,1.9034,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,15.226481666694633
FRA,France,Lodes,WRI1025776,1.01705,43.1658,0.6574,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.6787864994216195
FRA,France,Lohuec,WRI1024572,9.35,48.4624,-3.5264,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,17.79595044794935
FRA,France,Longeville-sur-Mer,WRI1024192,12.35,46.4091,-1.4772,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,23.50588107295984
FRA,France,Longueville-sur-Aube,WRI1023992,24.8,48.5513,3.9133,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,47.202093166753365
FRA,France,Longué-Jumelles,WRI1025748,1.04235,47.3985,-0.1074,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,1.7205477682239074
FRA,France,Lons,WRI1024956,4.51518,43.3212,-0.4018,Solar,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,7.452950421767373
FRA,France,Lons-le-Saunier,WRI1025790,1.0,46.6749,5.5582,Biomass,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,3.928841786525357
FRA,France,Loon-Plage,WRI1024309,12.0,51.0011,2.2229,Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,Open Power System Data,,,,,,22.83972250004195
